1,华泰期货,37319,8826,中粮期货,39895,-1167,中粮期货,56655,90,2016-08-29
2,光大期货,26364,5042,中信期货,29073,341,华泰期货,39559,-1502,2016-08-29
3,海通期货,24416,5163,光大期货,28596,2041,永安期货,33923,-2,2016-08-29
4,中信期货,17157,-1225,华泰期货,24679,-1965,中信期货,27825,282,2016-08-29
5,中辉期货,16476,3460,金瑞期货,17724,-333,国投安信期货,22294,4253,2016-08-29
6,金瑞期货,16257,4078,永安期货,14392,3247,华信万达期货,17280,982,2016-08-29
7,铜冠金源,15275,3204,国海良时,13225,-272,英大期货,15077,-40,2016-08-29
8,国投安信期货,12627,5816,五矿经易期货,12502,-735,浙商期货,15022,244,2016-08-29
9,东航期货,11146,3528,广发期货,9986,224,申银万国,14293,76,2016-08-29
10,广发期货,11144,1195,国都期货,9979,3,宝城期货,14122,49,2016-08-29
11,永安期货,10589,4133,华信万达期货,9059,-1086,大地期货,13724,54,2016-08-29
12,弘业期货,10034,3651,大连良运,8836,3312,中投天琪,11471,160,2016-08-29
13,平安期货,9310,-2798,建信期货,8566,120,海通期货,11417,-153,2016-08-29
14,国泰君安,8581,1671,国泰君安,8435,308,东兴期货,10193,-189,2016-08-29
15,南华期货,8536,-122,天风期货,8161,2003,光大期货,8524,-163,2016-08-29
16,东海期货,8271,540,海通期货,7597,727,国泰君安,7066,165,2016-08-29
17,徽商期货,8028,926,兴证期货,7307,100,宏源期货,6935,-61,2016-08-29
18,华信万达期货,7914,1640,国投安信期货,7030,-368,东证期货,6105,2276,2016-08-29
19,兴证期货,7640,4042,宏源期货,6682,119,南华期货,5429,583,2016-08-29
20,银河期货,7483,1697,中投天琪,6608,-35,红塔期货,4854,1142,2016-08-29
