中粮期货,11142,-9322,49480,-2044,42671,-4734,2016-05-03
中粮期货,11142,-9322,47585,-1895,46310,3639,2016-05-04
中粮期货,11142,-9322,46692,-893,46587,277,2016-05-05
中粮期货,11142,-9322,47981,1289,46755,168,2016-05-06
中粮期货,13798,1053,50290,2309,46482,-273,2016-05-09
中粮期货,19549,5751,49142,-1148,42311,-4171,2016-05-10
中粮期货,19549,5751,48345,-797,41526,-785,2016-05-11
中粮期货,27119,13535,46340,-2005,51462,9936,2016-05-12
中粮期货,17993,-9126,47173,833,48374,-3088,2016-05-13
中粮期货,12331,-5662,44506,-2667,43337,-5037,2016-05-16
中粮期货,12331,-5662,45578,1072,42344,-993,2016-05-17
中粮期货,27131,19892,45205,-373,40742,-1602,2016-05-18
中粮期货,14536,-12595,47879,2674,35692,-5050,2016-05-19
中粮期货,19179,4643,51973,4094,28805,-6887,2016-05-20
中粮期货,19179,4643,54748,2775,30061,1256,2016-05-23
中粮期货,19179,4643,55179,431,29821,-240,2016-05-24
中粮期货,19179,4643,55787,608,27458,-2363,2016-05-25
中粮期货,19179,4643,55882,95,26982,-476,2016-05-26
中粮期货,10060,773,56223,341,26261,-721,2016-05-27
中粮期货,10060,773,56122,-101,27862,1601,2016-05-30
