光大期货,18703,-8996,32675,2814,21783,641,2016-10-10
光大期货,38688,19985,31928,-747,19776,-2007,2016-10-11
光大期货,22903,-15785,31654,-274,19515,-261,2016-10-12
光大期货,28491,5588,31680,26,18954,-561,2016-10-13
光大期货,15768,-12723,31454,-226,19090,136,2016-10-14
光大期货,31653,15885,30360,-1094,18661,-429,2016-10-17
光大期货,22208,-9445,31072,712,18385,-276,2016-10-18
光大期货,39735,17527,29508,-1564,15218,-3167,2016-10-19
光大期货,18283,-21452,29966,458,14389,-829,2016-10-20
光大期货,23407,5124,32074,2108,14328,-61,2016-10-21
光大期货,54143,30736,24660,-7414,16117,1789,2016-10-24
光大期货,23529,-30614,24477,-183,15647,-470,2016-10-25
