国投安信期货,9364,1737,15592,-398,16422,-3356,2016-10-10
国投安信期货,9364,1737,14904,-688,15896,-526,2016-10-11
国投安信期货,9364,1737,15315,411,16061,165,2016-10-12
国投安信期货,9364,1737,14599,-716,16260,199,2016-10-13
国投安信期货,9364,1737,14561,-38,16361,101,2016-10-14
国投安信期货,9364,1737,14813,252,14778,-1583,2016-10-17
国投安信期货,9364,1737,15650,837,14525,-253,2016-10-18
国投安信期货,9364,1737,16337,687,14781,256,2016-10-19
国投安信期货,9364,1737,16207,-130,14662,-119,2016-10-20
国投安信期货,9364,1737,16140,-67,14044,-618,2016-10-21
国投安信期货,9364,1737,15654,-486,13972,-72,2016-10-24
国投安信期货,9364,1737,14998,-656,13678,-294,2016-10-25
