海通期货,32399,2956,10255,26,14121,285,2016-10-10
海通期货,53212,20813,10041,-214,13197,-924,2016-10-11
海通期货,30645,-22567,10698,657,13639,442,2016-10-12
海通期货,51338,20693,11971,1273,14680,1041,2016-10-13
海通期货,33079,-18259,12859,888,15163,483,2016-10-14
海通期货,48019,14940,13283,424,15886,723,2016-10-17
海通期货,30850,-17169,13655,372,15468,-418,2016-10-18
海通期货,23734,-7116,11851,-1804,15398,-70,2016-10-19
海通期货,27470,3736,12317,466,15502,104,2016-10-20
海通期货,27980,510,12324,7,15587,85,2016-10-21
海通期货,73045,45065,21237,8913,15275,-312,2016-10-24
海通期货,32890,-40155,20435,-802,15107,-168,2016-10-25
