1,华泰期货,10066,-10824,永安期货,13168,826,国投安信期货,36862,1358,2016-10-17
2,东海期货,7152,-1765,中信期货,10724,1035,中粮期货,20314,774,2016-10-17
3,海通期货,6483,-13947,国投安信期货,8448,765,华信万达期货,16688,1452,2016-10-17
4,中原期货,5703,-3122,华信万达期货,8092,-450,东证期货,8360,-1236,2016-10-17
5,光大期货,4898,-4672,华泰期货,6623,380,光大期货,7099,273,2016-10-17
6,国投安信期货,4789,1632,中投天琪,6162,4,永安期货,5778,504,2016-10-17
7,中信期货,4619,-6672,格林大华期货,5562,41,信达期货,5179,762,2016-10-17
8,冠通期货,4509,1983,西部期货,4704,193,神华期货,4190,11,2016-10-17
9,徽商期货,4062,1825,东航期货,4644,770,格林大华期货,4112,48,2016-10-17
10,永安期货,3938,-1234,方正中期,3672,157,银河期货,3697,99,2016-10-17
11,东航期货,3899,-3288,光大期货,3133,541,中国国际,3354,-13,2016-10-17
12,东证期货,3378,1292,海通期货,3054,285,南证期货,3172,12,2016-10-17
13,西部期货,2900,-526,弘业期货,2857,-239,海通期货,3051,114,2016-10-17
14,申银万国,2570,-2224,信达期货,2820,321,新湖期货,2869,111,2016-10-17
15,华信万达期货,2456,-1429,国泰君安,2703,89,中信期货,2570,-242,2016-10-17
16,招商期货,2419,-1932,中国国际,2667,89,华泰期货,2338,332,2016-10-17
17,国海良时,2416,-502,申银万国,2549,-217,东吴期货,2075,-1,2016-10-17
18,广发期货,2297,382,徽商期货,2379,182,首创期货,2006,533,2016-10-17
19,中钢期货,2090,1826,天风期货,2304,380,西部期货,2005,-1233,2016-10-17
20,宏源期货,2054,-1201,中金期货,2169,-1,宏源期货,1618,692,2016-10-17
