1,海通期货,26310,7548,永安期货,12307,178,国投安信期货,35236,877,2016-10-13
2,华泰期货,22667,4923,华信万达期货,8712,-283,中粮期货,20371,91,2016-10-13
3,中原期货,15011,-344,中信期货,8588,2532,华信万达期货,16119,90,2016-10-13
4,中信期货,14434,4295,国投安信期货,7922,2302,东证期货,9523,934,2016-10-13
5,光大期货,13302,1690,华泰期货,5680,683,光大期货,6702,830,2016-10-13
6,东海期货,12227,4058,格林大华期货,5396,-46,永安期货,5153,-192,2016-10-13
7,南华期货,9230,2740,中投天琪,5023,-765,信达期货,4371,32,2016-10-13
8,国投安信期货,8457,454,方正中期,4750,894,格林大华期货,3774,342,2016-10-13
9,东航期货,7904,2316,西部期货,4550,-140,银河期货,3609,-9,2016-10-13
10,方正中期,6969,3272,申银万国,3722,828,神华期货,3467,1941,2016-10-13
11,国泰君安,6227,918,东航期货,3542,549,中国国际,3303,-9,2016-10-13
12,徽商期货,6218,2217,光大期货,2912,192,南证期货,3156,-75,2016-10-13
13,冠通期货,5685,760,弘业期货,2792,-379,海通期货,2948,69,2016-10-13
14,西部期货,5380,-1818,国泰君安,2460,102,新湖期货,2744,-81,2016-10-13
15,永安期货,5230,-4220,中国国际,2367,55,西部期货,2447,562,2016-10-13
16,新湖期货,5107,208,中粮期货,2319,-28,中信期货,2202,-262,2016-10-13
17,申银万国,4937,340,国海良时,2240,-524,东吴期货,2096,12,2016-10-13
18,创元期货,4815,1541,海通期货,2218,185,华泰期货,1847,28,2016-10-13
19,中银国际,4747,441,信达期货,2193,-193,首创期货,1297,87,2016-10-13
20,招商期货,4582,89,中金期货,2170,85,倍特期货,1136,-2,2016-10-13
