1,海通期货,61727,55244,中信期货,14684,3960,国投安信期货,44209,7347,2016-10-18
2,华泰期货,31459,21393,永安期货,14445,1277,中粮期货,22749,2435,2016-10-18
3,中原期货,26346,20643,国泰君安,8051,5348,华信万达期货,19770,3082,2016-10-18
4,光大期货,23979,19081,华泰期货,7388,765,东证期货,9380,1020,2016-10-18
5,中信期货,22375,17756,华信万达期货,7271,-821,光大期货,7286,187,2016-10-18
6,国投安信期货,18688,13899,国投安信期货,7207,-1241,永安期货,6359,581,2016-10-18
7,国泰君安,18674,17183,中投天琪,6018,-144,信达期货,5622,443,2016-10-18
8,东海期货,15834,8682,格林大华期货,5489,-73,格林大华期货,4299,187,2016-10-18
9,永安期货,15706,11768,西部期货,5088,384,银河期货,3651,-46,2016-10-18
10,东证期货,15062,11684,海通期货,4768,1714,首创期货,3620,1614,2016-10-18
11,东航期货,14429,10530,东航期货,4288,-356,中国国际,3443,89,2016-10-18
12,新湖期货,12086,10712,申银万国,4002,1453,海通期货,3208,157,2016-10-18
13,西部期货,11738,8838,弘业期货,3431,574,南证期货,3167,-5,2016-10-18
14,申银万国,11016,8446,光大期货,3271,138,中信期货,2899,329,2016-10-18
15,华信万达期货,10527,8071,方正中期,2990,-682,中原期货,2553,1621,2016-10-18
16,招商期货,9643,7224,中原期货,2784,1649,新湖期货,2213,-656,2016-10-18
17,中投天琪,9158,9008,中国国际,2621,-46,东吴期货,2201,126,2016-10-18
18,中银国际,8930,8113,信达期货,2529,-291,东航期货,1918,619,2016-10-18
19,徽商期货,8600,4538,一德期货,2419,577,华泰期货,1872,-466,2016-10-18
20,国海良时,8498,6082,上海东亚,2328,908,宏源期货,1733,115,2016-10-18
