1,华泰期货,20890,-1777,永安期货,12342,35,国投安信期货,35504,268,2016-10-14
2,海通期货,20430,-5880,中信期货,9689,1101,中粮期货,19540,-831,2016-10-14
3,中信期货,11291,-3143,华信万达期货,8542,-170,华信万达期货,15236,-883,2016-10-14
4,光大期货,9570,-3732,国投安信期货,7683,-239,东证期货,9596,73,2016-10-14
5,东海期货,8917,-3310,华泰期货,6243,563,光大期货,6826,124,2016-10-14
6,中原期货,8825,-6186,中投天琪,6158,1135,永安期货,5274,121,2016-10-14
7,东航期货,7187,-717,格林大华期货,5521,125,信达期货,4417,46,2016-10-14
8,南华期货,5312,-3918,西部期货,4511,-39,神华期货,4179,712,2016-10-14
9,永安期货,5172,-58,东航期货,3874,332,格林大华期货,4064,290,2016-10-14
10,新湖期货,4870,-237,方正中期,3515,-1235,银河期货,3598,-11,2016-10-14
11,国泰君安,4844,-1383,弘业期货,3096,304,中国国际,3367,64,2016-10-14
12,申银万国,4794,-143,海通期货,2769,551,西部期货,3238,791,2016-10-14
13,方正中期,4735,-2234,申银万国,2766,-956,南证期货,3160,4,2016-10-14
14,招商期货,4351,-231,国泰君安,2614,154,海通期货,2937,-11,2016-10-14
15,华信万达期货,3885,1622,光大期货,2592,-320,中信期货,2812,610,2016-10-14
16,首创期货,3493,1742,中国国际,2578,211,新湖期货,2758,14,2016-10-14
17,西部期货,3426,-1954,信达期货,2499,306,东吴期货,2076,-20,2016-10-14
18,宏源期货,3255,163,中粮期货,2461,142,华泰期货,2006,159,2016-10-14
19,国投安信期货,3157,-5300,徽商期货,2197,120,首创期货,1473,176,2016-10-14
20,中粮期货,3073,762,中金期货,2170,0,广州期货,1173,147,2016-10-14
