1,海通期货,36690,-25037,永安期货,15922,1477,国投安信期货,48688,4479,2016-10-19
2,华泰期货,35958,4499,国泰君安,13622,5571,中粮期货,24568,1819,2016-10-19
3,中原期货,25393,-953,中信期货,9746,-4938,华信万达期货,20391,621,2016-10-19
4,中信期货,25009,2634,华泰期货,9089,1701,东证期货,12374,2994,2016-10-19
5,国泰君安,19704,1030,华信万达期货,8196,925,光大期货,7502,216,2016-10-19
6,国投安信期货,17967,-721,国投安信期货,8177,970,永安期货,7278,919,2016-10-19
7,东证期货,17782,2720,中投天琪,6302,284,信达期货,6503,881,2016-10-19
8,光大期货,17268,-6711,海通期货,5918,1150,中信期货,5234,2335,2016-10-19
9,东航期货,16463,2034,格林大华期货,5882,393,首创期货,5071,1451,2016-10-19
10,东海期货,14909,-925,东航期货,5041,753,格林大华期货,4544,245,2016-10-19
11,申银万国,14562,3546,西部期货,4767,-321,国海良时,3890,2164,2016-10-19
12,新湖期货,11358,-728,广发期货,4608,2607,中国国际,3864,421,2016-10-19
13,徽商期货,10838,2238,申银万国,4395,393,银河期货,3688,37,2016-10-19
14,永安期货,9574,-6132,光大期货,3501,230,南证期货,3163,-4,2016-10-19
15,方正中期,9132,1386,弘业期货,3369,-62,新湖期货,2380,167,2016-10-19
16,国海良时,8776,278,方正中期,3316,326,申银万国,2138,1255,2016-10-19
17,南华期货,8728,1226,银河期货,3181,1676,东吴期货,2124,-77,2016-10-19
18,华信万达期货,8456,-2071,中国国际,3146,525,东航期货,2056,138,2016-10-19
19,中银国际,8152,-778,上海东亚,2982,654,华泰期货,1981,109,2016-10-19
20,西部期货,8131,-3607,上海中期,2932,768,宏源期货,1960,227,2016-10-19
