1,海通期货,12196,4232,永安期货,8299,1064,国投安信期货,32414,2246,2016-10-11
2,华泰期货,10238,2438,华信万达期货,8133,-403,中粮期货,19645,1043,2016-10-11
3,中原期货,9514,3888,格林大华期货,5480,87,华信万达期货,13411,-510,2016-10-11
4,国投安信期货,8797,3613,国投安信期货,5406,683,东证期货,6246,4548,2016-10-11
5,中信期货,7998,3044,中信期货,5365,239,光大期货,5747,49,2016-10-11
6,光大期货,6908,1057,方正中期,4241,697,永安期货,5015,120,2016-10-11
7,瑞达期货,6845,6132,国海良时,3801,81,信达期货,3999,-85,2016-10-11
8,东海期货,6341,2961,华泰期货,3797,379,银河期货,3593,52,2016-10-11
9,新湖期货,6038,3047,东航期货,3091,750,格林大华期货,3412,-50,2016-10-11
10,东证期货,5731,4547,中投天琪,3048,26,新湖期货,3294,1063,2016-10-11
11,南华期货,5067,-73,光大期货,2857,637,南证期货,3162,2,2016-10-11
12,国泰君安,4805,926,弘业期货,2830,-31,中国国际,3074,5,2016-10-11
13,东航期货,4552,2312,华联期货,2830,39,中信期货,2906,281,2016-10-11
14,永安期货,3796,731,中国国际,2741,389,海通期货,2317,65,2016-10-11
15,冠通期货,3336,1429,申银万国,2549,1097,东吴期货,2084,9,2016-10-11
16,创元期货,3261,1621,国泰君安,2536,73,华泰期货,2019,-61,2016-10-11
17,方正中期,3220,1133,新湖期货,2456,1571,神华期货,1519,163,2016-10-11
18,招商期货,3140,1309,徽商期货,2403,99,一德期货,1397,14,2016-10-11
19,申银万国,2522,1640,长安期货,2345,-680,中原期货,1340,-317,2016-10-11
20,宏源期货,2487,1074,西部期货,2225,494,首创期货,1212,354,2016-10-11
