1,华泰期货,57721,28403,永安期货,44005,1095,华泰期货,45713,-341,2016-10-11
2,海通期货,53212,20813,中粮期货,36064,6312,中粮期货,38766,-440,2016-10-11
3,华信万达期货,41763,34441,光大期货,31928,-747,永安期货,30059,-37,2016-10-11
4,光大期货,38688,19985,中信期货,28909,41,中信期货,24800,1225,2016-10-11
5,东海期货,29637,15919,华泰期货,28876,950,华信万达期货,23882,3949,2016-10-11
6,广发期货,28404,17737,金瑞期货,16974,-1413,混沌天成期货,23855,-21,2016-10-11
7,冠通期货,25378,10095,申银万国,15258,-8,光大期货,19776,-2007,2016-10-11
8,中信期货,23296,5669,国投安信期货,14904,-688,浙商期货,19524,1870,2016-10-11
9,永安期货,21080,3437,华信万达期货,13885,-13454,申银万国,16894,-893,2016-10-11
10,申银万国,21005,8870,东方汇金期货,13058,-195,宝城期货,16739,-86,2016-10-11
11,方正中期,19829,10921,广发期货,12962,166,英大期货,16679,-233,2016-10-11
12,中银国际,18192,6616,中信建投,10978,-34,国投安信期货,15896,-526,2016-10-11
13,国泰君安,18039,5442,宏源期货,10380,277,海通期货,13197,-924,2016-10-11
14,金瑞期货,16633,5669,五矿经易期货,10110,1242,宏源期货,12758,3783,2016-10-11
15,浙商期货,16362,3430,海通期货,10041,-214,大地期货,12226,79,2016-10-11
16,东航期货,16060,9408,建信期货,9751,2924,东兴期货,10635,-331,2016-10-11
17,兴证期货,15007,7989,大连良运,9390,-5,招商期货,9887,300,2016-10-11
18,中辉期货,14967,9670,国泰君安,7952,-1348,中投天琪,9635,945,2016-10-11
19,铜冠金源,14825,7567,兴证期货,7738,854,红塔期货,7367,-841,2016-10-11
20,徽商期货,14790,5978,东航期货,7407,-341,银河期货,6106,-515,2016-10-11
