1,华泰期货,52371,2463,永安期货,45554,175,华泰期货,49019,1128,2016-10-13
2,海通期货,51338,20693,中粮期货,34163,-555,中粮期货,40203,-477,2016-10-13
3,光大期货,28491,5588,光大期货,31680,26,永安期货,32085,1039,2016-10-13
4,中信期货,23211,4125,华信万达期货,30071,4600,华信万达期货,27268,3565,2016-10-13
5,广发期货,21125,-2115,华泰期货,30047,-955,中信期货,26150,349,2016-10-13
6,东海期货,19826,-1696,中信期货,27772,-340,混沌天成期货,23783,-370,2016-10-13
7,华信万达期货,19813,-4980,金瑞期货,18339,1461,光大期货,18954,-561,2016-10-13
8,徽商期货,19147,5915,申银万国,16353,1223,申银万国,18387,339,2016-10-13
9,银河期货,18858,7461,中信建投,15539,4173,浙商期货,18381,-1503,2016-10-13
10,冠通期货,18685,3427,国投安信期货,14599,-716,英大期货,17275,160,2016-10-13
11,浙商期货,18317,10058,广发期货,12981,403,宝城期货,16611,-152,2016-10-13
12,申银万国,18016,2984,海通期货,11971,1273,国投安信期货,16260,199,2016-10-13
13,创元期货,17776,9566,东方汇金期货,10198,-1853,海通期货,14680,1041,2016-10-13
14,国泰君安,17239,5588,宏源期货,9914,-410,大地期货,12854,314,2016-10-13
15,中辉期货,16196,2633,五矿经易期货,9777,-240,国海良时,11232,4590,2016-10-13
16,中银国际,16001,1344,建信期货,9753,-11,招商期货,11133,606,2016-10-13
17,金瑞期货,15669,4099,大连良运,9608,216,宏源期货,10933,56,2016-10-13
18,东航期货,15525,2365,国泰君安,9548,653,东兴期货,10635,-31,2016-10-13
19,弘业期货,15195,8518,兴证期货,9043,981,中投天琪,7442,-2223,2016-10-13
20,宝城期货,15153,5430,招商期货,8939,2445,国泰君安,7439,550,2016-10-13
