1,华泰期货,36504,-11354,永安期货,46175,-533,华泰期货,42432,-2102,2016-10-20
2,海通期货,27470,3736,中信期货,32201,721,中粮期货,41798,-336,2016-10-20
3,光大期货,18283,-21452,华泰期货,31841,104,永安期货,32262,776,2016-10-20
4,中信期货,17402,-5283,中粮期货,30470,910,华信万达期货,27189,-399,2016-10-20
5,冠通期货,17267,-9114,光大期货,29966,458,中信期货,25499,397,2016-10-20
6,广发期货,13859,-18825,华信万达期货,29095,-57,混沌天成期货,23838,-11,2016-10-20
7,中银国际,11944,-8270,金瑞期货,19127,-1077,申银万国,18274,-226,2016-10-20
8,国泰君安,11534,-6199,国投安信期货,16207,-130,英大期货,17980,254,2016-10-20
9,中辉期货,11503,-3253,申银万国,15187,32,浙商期货,16581,-854,2016-10-20
10,徽商期货,11406,-6284,海通期货,12317,466,宝城期货,16435,-56,2016-10-20
11,东海期货,9904,-15149,广发期货,12007,688,海通期货,15502,104,2016-10-20
12,上海东亚,9597,-912,国泰君安,11261,-248,国投安信期货,14662,-119,2016-10-20
13,永安期货,8871,-5474,宏源期货,10112,10,光大期货,14389,-829,2016-10-20
14,方正中期,8537,-2497,五矿经易期货,10080,-13,大地期货,12844,-44,2016-10-20
15,南华期货,8409,-496,建信期货,9663,9,东兴期货,10856,-17,2016-10-20
16,兴证期货,8301,-6097,大连良运,9446,-37,招商期货,8681,-188,2016-10-20
17,华信万达期货,8136,-17053,浙商期货,7570,-1045,宏源期货,7983,36,2016-10-20
18,国海良时,7729,-14374,混沌天成期货,7324,-178,国海良时,7878,492,2016-10-20
19,申银万国,7536,-4121,新湖期货,7109,-24,国泰君安,6803,424,2016-10-20
20,弘业期货,7426,-6649,东航期货,6953,-304,中国国际,6568,-177,2016-10-20
