1,海通期货,73045,45065,永安期货,42012,-3437,华泰期货,44099,2182,2016-10-24
2,华泰期货,72356,27951,中粮期货,34732,-3090,中粮期货,43994,2672,2016-10-24
3,光大期货,54143,30736,华信万达期货,34387,7195,华信万达期货,33574,6307,2016-10-24
4,冠通期货,45533,26774,华泰期货,32241,-1652,永安期货,31101,-377,2016-10-24
5,广发期货,35038,16912,中信期货,32204,-180,中信期货,26925,1591,2016-10-24
6,华信万达期货,32488,12105,光大期货,24660,-7414,混沌天成期货,22546,-1307,2016-10-24
7,中信期货,29255,9285,海通期货,21237,8913,申银万国,18021,52,2016-10-24
8,创元期货,28421,15472,申银万国,16554,1504,浙商期货,17998,1179,2016-10-24
9,徽商期货,25934,15598,国投安信期货,15654,-486,英大期货,17828,-50,2016-10-24
10,永安期货,25278,13232,金瑞期货,15625,529,光大期货,16117,1789,2016-10-24
11,国海良时,22303,4064,五矿经易期货,12699,-640,宝城期货,15822,-767,2016-10-24
12,中银国际,21243,6598,广发期货,11231,-338,海通期货,15275,-312,2016-10-24
13,东航期货,19827,10270,国富期货,10796,6443,国投安信期货,13972,-72,2016-10-24
14,铜冠金源,19610,12863,国泰君安,10418,49,大地期货,13279,396,2016-10-24
15,方正中期,19553,9289,建信期货,9781,71,国海良时,11532,4663,2016-10-24
16,申银万国,18456,11200,宏源期货,9627,-442,东兴期货,11328,903,2016-10-24
17,东海期货,18318,9778,大连良运,8977,-466,招商期货,9438,796,2016-10-24
18,国泰君安,17945,8930,南华期货,8554,1884,宏源期货,8420,513,2016-10-24
19,弘业期货,17693,10060,东方汇金期货,8229,8055,中国国际,7609,1009,2016-10-24
20,中粮期货,16730,-1260,东航期货,8036,1647,国泰君安,6944,1102,2016-10-24
