1,华泰期货,44405,7901,永安期货,45449,-726,华泰期货,41917,-515,2016-10-21
2,海通期货,27980,510,中粮期货,37822,7352,中粮期货,41322,-476,2016-10-21
3,光大期货,23407,5124,华泰期货,33893,2052,永安期货,31478,-784,2016-10-21
4,华信万达期货,20383,12247,中信期货,32384,183,华信万达期货,27267,78,2016-10-21
5,中信期货,19970,2568,光大期货,32074,2108,中信期货,25334,-165,2016-10-21
6,冠通期货,18759,1492,华信万达期货,27192,-1903,混沌天成期货,23853,15,2016-10-21
7,国海良时,18239,10510,国投安信期货,16140,-67,申银万国,17969,-305,2016-10-21
8,广发期货,18126,4267,金瑞期货,15096,-4031,英大期货,17878,-102,2016-10-21
9,中粮期货,17990,12442,申银万国,15050,-137,浙商期货,16819,238,2016-10-21
10,中银国际,14645,2701,五矿经易期货,13339,3259,宝城期货,16589,154,2016-10-21
11,创元期货,12949,10057,海通期货,12324,7,海通期货,15587,85,2016-10-21
12,金瑞期货,12679,5784,广发期货,11569,-438,光大期货,14328,-61,2016-10-21
13,上海东亚,12587,2990,国泰君安,10369,-892,国投安信期货,14044,-618,2016-10-21
14,永安期货,12046,3175,宏源期货,10069,-43,大地期货,12883,39,2016-10-21
15,中辉期货,10588,-915,建信期货,9710,47,东兴期货,10425,-431,2016-10-21
16,徽商期货,10336,-1070,大连良运,9443,-3,招商期货,8642,-39,2016-10-21
17,方正中期,10264,1727,浙商期货,7467,-103,宏源期货,7907,-76,2016-10-21
18,东航期货,9557,2237,新湖期货,7021,-88,国海良时,6869,-1009,2016-10-21
19,首创期货,9557,4670,英大期货,6788,-97,中国国际,6600,32,2016-10-21
20,混沌天成期货,9349,5598,南华期货,6670,-71,红塔期货,6136,-148,2016-10-21
