1,华泰期货,81968,37729,华泰期货,65440,6114,永安期货,70916,15458,2016-05-18
2,华信万达期货,79131,45123,中粮期货,45205,-373,华泰期货,66856,-2358,2016-05-18
3,东海期货,79033,53778,光大期货,39553,2676,中粮期货,40742,-1602,2016-05-18
4,永安期货,66348,49584,华信万达期货,31257,2770,申银万国,26817,535,2016-05-18
5,海通期货,61464,28389,永安期货,28391,-164,中信期货,24202,3054,2016-05-18
6,光大期货,60310,36579,中信期货,14489,1843,国投期货,21298,-730,2016-05-18
7,广发期货,41200,14760,国泰君安,11989,2112,宝城期货,19916,899,2016-05-18
8,金瑞期货,40790,23418,中国国际,11507,3894,英大期货,19780,-1030,2016-05-18
9,中信期货,39589,21790,国都期货,11387,68,宏源期货,17772,5633,2016-05-18
10,徽商期货,36196,18393,中信建投,10490,-1253,海通期货,15352,2568,2016-05-18
11,国泰君安,35565,19697,宏源期货,9217,358,华信万达期货,15230,-4803,2016-05-18
12,申银万国,35222,24939,徽商期货,8833,1312,光大期货,13976,-2932,2016-05-18
13,五矿经易期货,32921,16111,东证期货,8705,32,浙商期货,13481,1297,2016-05-18
14,华安期货,30309,16737,格林大华期货,8162,-837,大地期货,11435,-135,2016-05-18
15,东航期货,29556,16630,首创期货,7794,1418,东证期货,10456,3460,2016-05-18
16,方正中期,28194,19928,弘业期货,7389,155,中投天琪,9003,-1318,2016-05-18
17,冠通期货,27223,21276,建信期货,7376,62,国泰君安,7197,663,2016-05-18
18,中粮期货,27131,19892,广发期货,7154,966,红塔期货,6900,2328,2016-05-18
19,中辉期货,25370,9531,混沌天成期货,7020,332,东兴期货,6893,-32,2016-05-18
20,弘业期货,24827,10007,一德期货,6699,-10,首创期货,6473,-76,2016-05-18
