1,东海期货,68165,40070,华泰期货,63245,-436,华泰期货,68606,1644,2016-05-25
2,华泰期货,66552,37286,中粮期货,55787,608,永安期货,61106,-10775,2016-05-25
3,海通期货,57317,25071,光大期货,44052,994,中粮期货,27458,-2363,2016-05-25
4,永安期货,55636,40947,永安期货,32292,1783,申银万国,26740,-931,2016-05-25
5,广发期货,36195,22099,华信万达期货,29176,1838,中信期货,25475,321,2016-05-25
6,光大期货,35929,16852,中信期货,15732,1014,国投期货,22364,-125,2016-05-25
7,华信万达期货,34093,19000,格林大华期货,14381,-170,海通期货,21496,728,2016-05-25
8,中信期货,30693,15916,国都期货,13994,-82,英大期货,20668,166,2016-05-25
9,金瑞期货,27956,10505,金瑞期货,11194,-247,浙商期货,18630,2864,2016-05-25
10,徽商期货,27038,14154,中国国际,10883,2027,宝城期货,18075,-1707,2016-05-25
11,国泰君安,25615,9591,弘业期货,10597,946,东证期货,16538,1621,2016-05-25
12,五矿经易期货,22847,8458,首创期货,9235,1138,宏源期货,13997,348,2016-05-25
13,申银万国,20491,10573,国泰君安,9104,-1047,大地期货,13831,1702,2016-05-25
14,中国国际,17688,9646,宏源期货,8809,-110,华信万达期货,12799,575,2016-05-25
15,银河期货,17303,10198,国联期货,8085,172,光大期货,12070,-1633,2016-05-25
16,东航期货,17258,8710,广发期货,8083,901,中投天琪,8464,-31,2016-05-25
17,中辉期货,17167,6327,东证期货,8060,17,新湖期货,7917,57,2016-05-25
18,方正中期,16907,8171,银河期货,7330,926,广发期货,7825,258,2016-05-25
19,中信建投,15833,10356,海通期货,7222,1463,银河期货,7652,911,2016-05-25
20,铜冠金源,15725,9991,建信期货,7215,-34,国泰君安,6853,-40,2016-05-25
