1,华泰期货,31125,-20408,华泰期货,60115,1109,华泰期货,67872,86,2016-05-27
2,东海期货,26002,-11282,中粮期货,56223,341,永安期货,47170,-2095,2016-05-27
3,光大期货,24041,3342,光大期货,41351,68,中粮期货,26261,-721,2016-05-27
4,海通期货,23530,-9674,永安期货,27667,-2719,申银万国,25070,-321,2016-05-27
5,广发期货,21410,500,华信万达期货,25798,-916,中信期货,24583,-471,2016-05-27
6,金瑞期货,15628,2365,中信期货,14785,-401,海通期货,22221,-51,2016-05-27
7,中辉期货,14182,-1857,格林大华期货,14309,144,国投期货,21642,82,2016-05-27
8,华信万达期货,14162,-540,国都期货,13948,-55,英大期货,20467,-83,2016-05-27
9,国泰君安,13695,-3233,金瑞期货,11236,84,浙商期货,18121,-217,2016-05-27
10,永安期货,13342,-9685,海通期货,9357,275,宝城期货,17248,-409,2016-05-27
11,五矿经易期货,12328,-5437,国泰君安,8785,254,东证期货,15219,164,2016-05-27
12,中信期货,12250,-5123,宏源期货,8761,-5,华信万达期货,13999,-94,2016-05-27
13,方正中期,10866,-866,东证期货,8557,202,大地期货,13947,-105,2016-05-27
14,中原期货,10738,-1637,弘业期货,8290,-308,宏源期货,12953,-462,2016-05-27
15,弘业期货,10065,-2188,首创期货,7826,21,光大期货,12011,-419,2016-05-27
16,中粮期货,10060,773,建信期货,7033,-139,新湖期货,9141,1937,2016-05-27
17,华安期货,9717,-491,国联期货,7015,-350,中投天琪,8406,-6,2016-05-27
18,中国国际,9461,-2750,银河期货,6808,-167,国泰君安,8335,271,2016-05-27
19,东航期货,9041,-2577,瑞达期货,6580,209,中金期货,7786,659,2016-05-27
20,申银万国,8426,-4665,中国国际,6299,-1023,广发期货,7576,140,2016-05-27
