1,华信万达期货,48382,20149,华泰期货,63534,1620,永安期货,68843,-943,2016-05-20
2,东海期货,38177,-2780,中粮期货,51973,4094,华泰期货,65555,648,2016-05-20
3,华泰期货,37088,-2113,光大期货,44397,4371,中粮期货,28805,-6887,2016-05-20
4,海通期货,36688,4096,永安期货,30700,-203,申银万国,27598,561,2016-05-20
5,广发期货,29002,6016,华信万达期货,30647,-741,中信期货,24800,758,2016-05-20
6,光大期货,25360,-2350,中信期货,17985,2387,国投期货,23050,1484,2016-05-20
7,金瑞期货,23394,5424,中信建投,11582,1538,英大期货,20081,378,2016-05-20
8,中信期货,22349,2280,国都期货,11339,-2,宝城期货,19390,-751,2016-05-20
9,五矿经易期货,20448,-183,中国国际,11310,-1028,海通期货,19361,3886,2016-05-20
10,永安期货,19798,-2976,国泰君安,10873,-208,浙商期货,16893,3570,2016-05-20
11,中粮期货,19179,4643,弘业期货,9261,897,华信万达期货,15349,-127,2016-05-20
12,中辉期货,18526,-3937,徽商期货,9165,187,东证期货,14796,1903,2016-05-20
13,国泰君安,17983,1059,宏源期货,9037,206,光大期货,14096,937,2016-05-20
14,徽商期货,17159,1722,金瑞期货,8996,4200,宏源期货,13745,622,2016-05-20
15,申银万国,14568,1812,东证期货,8590,-45,大地期货,12194,229,2016-05-20
16,中国国际,12511,-4131,首创期货,8369,582,中投天琪,9066,48,2016-05-20
17,东航期货,11607,523,格林大华期货,8362,99,国泰君安,7260,27,2016-05-20
18,中信建投,11546,3661,国联期货,8154,619,新湖期货,7194,714,2016-05-20
19,铜冠金源,11505,2842,建信期货,7405,32,银河期货,6776,798,2016-05-20
20,创元期货,11260,5708,五矿经易期货,6906,2288,广发期货,6521,4294,2016-05-20
