1,华泰期货,61811,-7593,华泰期货,55644,780,华泰期货,66787,1041,2016-05-11
2,华信万达期货,52946,2014,中粮期货,48345,-797,永安期货,54677,143,2016-05-11
3,东海期货,45029,-5180,光大期货,33697,-1003,中粮期货,41526,-785,2016-05-11
4,海通期货,38469,-13144,华信万达期货,30237,-580,申银万国,27097,23,2016-05-11
5,广发期货,35633,2519,永安期货,29758,-886,国投期货,21608,-157,2016-05-11
6,光大期货,35454,-5086,国泰君安,11751,-647,华信万达期货,20893,170,2016-05-11
7,国泰君安,24891,-2307,国都期货,11351,37,英大期货,20519,36,2016-05-11
8,中信期货,22603,-3687,中信期货,11157,400,中信期货,20216,-307,2016-05-11
9,永安期货,21845,2524,中信建投,10212,4786,光大期货,19393,249,2016-05-11
10,中辉期货,19597,2598,国投期货,9755,-373,宝城期货,18804,-75,2016-05-11
11,徽商期货,19140,1887,宏源期货,9558,-205,宏源期货,13632,604,2016-05-11
12,五矿经易期货,18911,-3747,东证期货,9234,515,大地期货,11580,-392,2016-05-11
13,东航期货,18687,2925,中国国际,8342,-145,浙商期货,11179,-151,2016-05-11
14,方正中期,16066,424,格林大华期货,8340,910,海通期货,10916,-652,2016-05-11
15,金瑞期货,16058,-8548,建信期货,7395,-53,中投天琪,10706,35,2016-05-11
16,中信建投,15772,7954,国联期货,7255,-1189,国泰君安,7864,-90,2016-05-11
17,混沌天成期货,15600,-699,浙商期货,7044,304,东证期货,7360,-180,2016-05-11
18,中原期货,15395,1493,瑞达期货,6902,-45,建信期货,7166,-77,2016-05-11
19,冠通期货,14945,2735,弘业期货,6861,644,国都期货,7032,4,2016-05-11
20,弘业期货,14906,569,首创期货,6728,-109,新湖期货,6650,27,2016-05-11
