1,华泰期货,61905,1610,华泰期货,55569,-1527,华泰期货,68558,-215,2016-05-16
2,华信万达期货,42834,2821,中粮期货,44506,-2667,永安期货,57394,2599,2016-05-16
3,海通期货,34988,-11219,光大期货,37296,2318,中粮期货,43337,-5037,2016-05-16
4,东海期货,34950,170,永安期货,28785,575,申银万国,26301,-656,2016-05-16
5,光大期货,27763,-11856,华信万达期货,27703,-1112,国投期货,21961,-26,2016-05-16
6,永安期货,24027,10360,中信期货,12889,743,中信期货,21092,-611,2016-05-16
7,中信期货,22654,-10264,中信建投,12146,-1103,英大期货,20771,-592,2016-05-16
8,五矿经易期货,21309,-4306,国都期货,11282,-12,华信万达期货,20325,-772,2016-05-16
9,广发期货,20174,-23596,国泰君安,9652,-704,光大期货,19446,-1122,2016-05-16
10,徽商期货,19566,3383,宏源期货,8855,-137,宝城期货,19060,186,2016-05-16
11,国泰君安,17387,-6748,东证期货,8688,489,宏源期货,12572,-148,2016-05-16
12,中辉期货,16049,-8780,格林大华期货,8641,61,大地期货,11580,-26,2016-05-16
13,东航期货,14364,-3901,建信期货,7326,-250,浙商期货,11375,8,2016-05-16
14,弘业期货,14141,-9091,中国国际,7307,264,中投天琪,10340,-327,2016-05-16
15,金瑞期货,14119,-5373,方正中期,7246,139,金瑞期货,9411,57,2016-05-16
16,中信建投,13043,757,广发期货,6845,-51,海通期货,8627,203,2016-05-16
17,中粮期货,12331,-5662,首创期货,6821,-96,建信期货,7236,-49,2016-05-16
18,华安期货,12175,-2943,弘业期货,6679,96,国都期货,7063,17,2016-05-16
19,方正中期,11753,-14256,瑞达期货,6677,122,东证期货,6911,-27,2016-05-16
20,中原期货,11566,-5750,国投期货,6411,-2889,国泰君安,6549,-113,2016-05-16
